atlas_id,region,region_name,site_code,location,lat_dmm,lon_dmm,lat,lon,species_codes,species,count_class,tidal_use,tidal_use_full,description
143,5,Olympic Coast-North,05.11,E of White Rock,48 08.22,124 43.07,48.137,-124.71783,PV,Harbor Seal,<100,LOW,Low tide,Reef complex inshore from White Rock.
144,5,Olympic Coast-North,05.12,Cape Alava Area,48 09.86,124 44.19,48.16433,-124.7365,PV,Harbor Seal,100-500,LOW,Low tide,Reef complex around Cape Alava.
145,5,Olympic Coast-North,05.12,Cape Alava Area,48 09.52,124 44.74,48.15867,-124.74567,PV,Harbor Seal,100-500,LOW,Low tide,Reef complex inshore from Ozette Island.
146,5,Olympic Coast-North,05.13,Bodelteh Island Area,48 10.55,124 45.20,48.17583,-124.75333,"ZC,PV,EJ",California Sea Lion; Harbor Seal; Steller Sea Lion,100-500,LOW,Low tide,Reef areas on northeast side of island.
147,5,Olympic Coast-North,05.13,Bodelteh Island Area,48 10.52,124 45.49,48.17533,-124.75817,"ZC,PV,EJ",California Sea Lion; Harbor Seal; Steller Sea Lion,100-500,LOW,Low tide,Reef areas on south side of island.
148,5,Olympic Coast-North,05.13,W Bodelteh Island Area,48 10.67,124 45.89,48.17783,-124.76483,"EJ,ZC",Steller Sea Lion; California Sea Lion,100-500,ALL,All tidal states,Rocks and reef areas off west end of island.
149,5,Olympic Coast-North,05.14,Ozette Island Area,48 09.32,124 43.85,48.15533,-124.73083,PV,Harbor Seal,100-500,LOW,Low tide,Reef areas southeast of Ozette Island.
150,5,Olympic Coast-North,05.14,Ozette Island Area,48 09.24,124 44.71,48.154,-124.74517,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on south side of island.
151,5,Olympic Coast-North,05.15,Umatilla Reef,48 11.10,124 47.02,48.185,-124.78367,"EJ,ZC",Steller Sea Lion; California Sea Lion,100-500,LOW,Low tide,Intertidal reef areas at Umatilla Reef.
152,5,Olympic Coast-North,05.16,N of Cape Alava,48 10.91,124 44.43,48.18183,-124.7405,"EJ,ZC",Steller Sea Lion; California Sea Lion,100-500,ALL,All tidal states,Unnamed rock (USFWS ID 158) northwest from Cape Alava.
153,5,Olympic Coast-North,05.17,S of Point of Arches,48 14.17,124 42.17,48.23617,-124.70283,PV,Harbor Seal,<100,LOW,Low tide,Reef areas south of Point of Arches.
154,5,Olympic Coast-North,05.17,S of Point of Arches,48 14.54,124 42.39,48.24233,-124.7065,PV,Harbor Seal,<100,LOW,Low tide,Reef areas south of Point of Arches.
155,5,Olympic Coast-North,05.17,S of Point of Arches,48 14.42,124 42.35,48.24033,-124.70583,PV,Harbor Seal,<100,LOW,Low tide,Reef areas south of Point of Arches.
156,5,Olympic Coast-North,05.17,S of Point of Arches,48 14.04,124 42.28,48.234,-124.70467,PV,Harbor Seal,<100,LOW,Low tide,Inshore ledges on ‘Cooke Rock’ (USFWS ID 119).
157,5,Olympic Coast-North,05.18,Point of Arches,48 14.92,124 42.11,48.24867,-124.70183,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef areas on south side of Point of Arches.
158,5,Olympic Coast-North,05.19,Portage Head Area,48 16.76,124 40.97,48.27933,-124.68283,PV,Harbor Seal,<100,LOW,Low tide,Reef areas off ‘shipwreck’ beach.
159,5,Olympic Coast-North,05.20,Waatch Point,48 20.39,124 41.56,48.33983,-124.69267,PV,Harbor Seal,<100,LOW,Low tide,Rocks and reef areas off Waatch Point.
160,5,Olympic Coast-North,05.21,S of Fuca Pillar/Skagway,48 22.22,124 43.68,48.37033,-124.728,"PV,EJ",Harbor Seal; Steller Sea Lion,<100,LOW,Low tide,Rocks and reef areas around Skagway Rocks and Fuca Pillar.
161,5,Olympic Coast-North,05.22,Tatoosh Island Area,48 23.53,124 44.34,48.39217,-124.739,"PV,EJ,ZC",Harbor Seal; Steller Sea Lion; California Sea Lion,<100,LOW,Low tide,Intertidal rocks off west side of island.
162,5,Olympic Coast-North,05.22,Tatoosh Island Area,48 23.57,124 44.57,48.39283,-124.74283,"EJ,ZC",Steller Sea Lion; California Sea Lion,100-500,ALL,All tidal states,Intertidal rocks and reef areas off west side of island.
163,5,Olympic Coast-North,05.22,E Tatoosh Island Area,48 23.51,124 43.83,48.39183,-124.7305,"EJ,ZC",Steller Sea Lion; California Sea Lion,<100,ALL,All tidal states,Intertidal rocks on east side of island.
164,5,Olympic Coast-North,05.23,Allen’s Bay/Midway Area,48 03.69,124 41.69,48.0615,-124.69483,PV,Harbor Seal,100-500,LOW,Low tide,Reef areas along midway beach (off Allen’s Bay in Lake Ozette).
165,5,Olympic Coast-North,05.23,Allen’s Bay/Midway Area,48 03.25,124 41.51,48.05417,-124.69183,PV,Harbor Seal,100-500,LOW,Low tide,Reef areas off south end of Lake Ozette.
166,5,Olympic Coast-North,05.24,N Yellow Banks,48 06.16,124 41.63,48.10267,-124.69383,PV,Harbor Seal,<100,LOW,Low tide,Reef area at point north of Yellow Banks.
167,5,Olympic Coast-North,05.25,Duk Point Area,48 12.23,124 42.08,48.20383,-124.70133,PV,Harbor Seal,<100,LOW,Low tide,On scattered rocks and reef areas off Duk Point.
168,5,Olympic Coast-North,05.26,Father and Son Area,48 13.57,124 42.70,48.22617,-124.71167,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges on inshore side of Father and Son Rocks.
169,5,Olympic Coast-North,05.27,Inshore of Father and Son,48 13.64,124 41.92,48.22733,-124.69867,PV,Harbor Seal,<100,LOW,Low tide,Reef areas inshore from Father and Son Rocks.
170,6,Strait of Juan de Fuca-West,6.01,Waadah Island,48 22.93,124 35.50,48.38217,-124.59167,PV,Harbor Seal,<100,LOW,Low tide,Reef area on east side of Waadah Island.
171,6,Strait of Juan de Fuca-West,6.01,N Waadah Island,48 23.15,124 35.98,48.38583,-124.59967,ZC,California Sea Lion,<100,ALL,All tidal states,On north tip of island.
172,6,Strait of Juan de Fuca-West,6.02,Seal and Sail Rock Area,48 21.71,124 32.74,48.36183,-124.54567,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Seal Rock.
173,6,Strait of Juan de Fuca-West,6.02,Seal and Sail Rock Area,48 21.55,124 32.63,48.35917,-124.54383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Sail Rock.
174,6,Strait of Juan de Fuca-West,6.02,Seal and Sail Rock Area,48 21.16,124 31.90,48.35267,-124.53167,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef areas of Sail Rock.
175,6,Strait of Juan de Fuca-West,6.03,W of Seiku River Mouth,48 18.07,124 24.76,48.30117,-124.41267,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef areas west of Sekiu River.
176,6,Strait of Juan de Fuca-West,6.03,W of Seiku River Mouth,48 18.30,124 25.18,48.305,-124.41967,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef areas west of Sekiu River.
177,6,Strait of Juan de Fuca-West,6.04,Eagle Point Area,48 16.75,124 20.44,48.27917,-124.34067,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges east of Eagle Point.
178,6,Strait of Juan de Fuca-West,6.04,Eagle Point Area,48 16.58,124 19.97,48.27633,-124.33283,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges east of Eagle Point.
179,6,Strait of Juan de Fuca-West,6.04,Eagle Point Area,48 16.48,124 19.48,48.27467,-124.32467,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges east of Eagle Point.
180,6,Strait of Juan de Fuca-West,6.05,Ship Point Area,48 15.73,124 14.03,48.26217,-124.23383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges east of Slip Point.
181,6,Strait of Juan de Fuca-West,6.05,Ship Point Area,48 15.44,124 13.43,48.25733,-124.22383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges east of Slip Point.
182,6,Strait of Juan de Fuca-West,6.05,Ship Point Area,48 15.03,124 12.37,48.2505,-124.20617,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges east of Slip Point.
183,6,Strait of Juan de Fuca-West,6.06,W of Pillar Point Area,48 13.30,124 07.06,48.22167,-124.11767,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges west of Pillar Point.
184,6,Strait of Juan de Fuca-West,6.06,W of Pillar Point Area,48 13.07,124 06.05,48.21783,-124.10083,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges west of Pillar Point.
185,6,Strait of Juan de Fuca-West,6.06,W of Pillar Point Area,48 13.64,124 08.26,48.22733,-124.13767,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges west of Pillar Point.
186,6,Strait of Juan de Fuca-West,6.07,Deep Creek Area,48 10.70,124 02.57,48.17833,-124.04283,PV,Harbor Seal,<100,LOW,Low tide,Reef areas off Deep Creek.
187,6,Strait of Juan de Fuca-West,6.07,Deep Creek Area,48 10.56,124 01.48,48.176,-124.02467,PV,Harbor Seal,<100,LOW,Low tide,Reef areas off Deep Creek.
188,6,Strait of Juan de Fuca-West,6.07,Deep Creek Area,48 10.39,124 00.24,48.17317,-124.004,PV,Harbor Seal,<100,LOW,Low tide,Reef areas off Deep Creek.
189,6,Strait of Juan de Fuca-West,6.08,Low Point/Lyre River Area,48 09.62,123 49.88,48.16033,-123.83133,PV,Harbor Seal,<100,LOW,Low tide,Scattered rocks and reef areas east of Lyre River.
190,6,Strait of Juan de Fuca-West,6.09,Crescent Bay/Tongue Point,48 10.07,123 42.50,48.16783,-123.70833,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas of Tongue Point.
191,6,Strait of Juan de Fuca-West,6.10,Striped Peak Area,48 09.85,123 40.80,48.16417,-123.68,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges north of Striped Peak.
192,6,Strait of Juan de Fuca-West,6.10,Striped Peak Area,48 09.85,123 41.33,48.16417,-123.68883,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges north of Striped Peak.
193,6,Strait of Juan de Fuca-West,6.10,Striped Peak Area,48 09.73,123 40.03,48.16217,-123.66717,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges north of Striped Peak.
194,6,Strait of Juan de Fuca-West,6.10,Striped Peak Area,48 09.60,123 39.65,48.16,-123.66083,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges north of Striped Peak.
195,6,Strait of Juan de Fuca-West,6.11,Port Angeles Area,48 07.07,123 24.67,48.11783,-123.41117,PV,Harbor Seal,<100,LOW,Low tide,Log booms off the ITT-Rayonier mill site (mill closed in 1997)
196,6,Strait of Juan de Fuca-West,6.12,Port Angeles Area,48 08.21,123 27.46,48.13683,-123.45767,PV,Harbor Seal,<100,LOW,Low tide,Log booms on inside of Ediz Hook in Port Angeles harbor.
197,6,Strait of Juan de Fuca-West,6.13,Rocks E of Pysht River,48 11.86,123 05.25,48.19767,-123.0875,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks and reef areas east of the Pysht River.
198,6,Strait of Juan de Fuca-West,6.14,Twin River Area,48 09.76,123 55.06,48.16267,-123.91767,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks and reef areas near Twin Rivers.
199,6,Strait of Juan de Fuca-West,6.14,Twin River Area,48 09.82,123 52.69,48.16367,-123.87817,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks and reef areas near Twin Rivers.
200,6,Strait of Juan de Fuca-West,6.15,Seabird Rocks,48 44.91,125 09.32,48.7485,-125.15533,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Seabird Rocks.
201,6,Strait of Juan de Fuca-West,6.16,Sombrio Point Reef,48 29.72,123 17.99,48.49533,-123.29983,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Sombrio Point.
202,6,Strait of Juan de Fuca-West,6.16,Sombrio Point,48 29.11,123 17.25,48.48517,-123.2875,"PV,ZC",Harbor Seal; California Sea Lion,<100,LOW,Low tide,Intertidal ledges near Sombrio Point.
203,6,Strait of Juan de Fuca-West,6.17,Rock W of Carmanah Point,48 36.96,123 45.62,48.616,-123.76033,EJ,Steller Sea Lion,100-500,LOW,Low tide,Rock W of Carmanah Point.
204,6,Strait of Juan de Fuca-West,6.18,Dare Point Reef,48 38.64,123 48.11,48.644,-123.80183,PV,Harbor Seal,<100,LOW,Low tide,Reef area off Dare Point.
205,6,Strait of Juan de Fuca-West,6.19,Sooke Harbor,48 21.32,123 43.43,48.35533,-123.72383,PV,Harbor Seal,<100,LOW,Low tide,Sooke Harbor area.
206,6,Strait of Juan de Fuca-West,6.19,Sooke Harbor,48 22.26,123 42.90,48.371,-123.715,PV,Harbor Seal,<100,LOW,Low tide,Intertidal area off Sooke Harbor.
207,6,Strait of Juan de Fuca-West,6.21,Otter Point,48 21.48,123 49.43,48.358,-123.82383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Otter Point.
208,6,Strait of Juan de Fuca-West,6.22,NW of Church Point,48 18.79,123 35.40,48.31317,-123.59,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Church Point.
209,6,Strait of Juan de Fuca-West,6.23,Becher Bay,48 19.68,123 36.55,48.328,-123.60917,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around small island in Becher Bay.
210,6,Strait of Juan de Fuca-West,6.24,Muir Point,48 22.75,123 52.25,48.37917,-123.87083,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Muir Point.
211,6,Strait of Juan de Fuca-West,6.25,E San Simon Point,48 26.02,123 05.48,48.43367,-123.09133,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and rocks east of San Simon Point.
212,6,Strait of Juan de Fuca-West,6.26,Owen Point,48 32.68,123 29.99,48.54467,-123.49983,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and rocks off Owen Point.
213,6,Strait of Juan de Fuca-West,6.27,W Tsuquanah Point,48 40.40,123 52.91,48.67333,-123.88183,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas west of Tsuquanah Point.
214,6,Strait of Juan de Fuca-West,6.28,Pachena Point,48 43.21,125 04.81,48.72017,-125.08017,"PV,EJ",Harbor Seal; Steller Sea Lion,<100,LOW,Low tide,Intertidal rocks and reef areas around Pachena Point.
215,6,Strait of Juan de Fuca-West,6.29,E of Cape Beale,48 47.03,125 10.51,48.78383,-125.17517,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas east of Cape Beale.
216,6,Strait of Juan de Fuca-West,6.30,Cullite Cove,48 34.12,124 37.10,48.56867,-124.61833,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Cullite Cove.
217,6,Strait of Juan de Fuca-West,6.31,Walbran Creek,48 34.81,124 39.91,48.58017,-124.66517,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Walbran Creek.
218,6,Strait of Juan de Fuca-West,6.32,Cerrantes Rocks,48 31.67,124 27.17,48.52783,-124.45283,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas at Cerantes Rocks.
219,7,Strait of Juan de Fuca-East,07.01,Graveyard Spit,48 09.65,123 08.86,48.16083,-123.14767,PV,Harbor Seal,100-500,LOW,Low tide,Beach areas around Graveyard Spit in Dungeness Bay. Nursery area.
220,7,Strait of Juan de Fuca-East,07.02,Dungeness Spit End,48 11.07,123 05.98,48.1845,-123.09967,"PV,MA",Harbor Seal; Northern Elephant Seal,100-500,LOW,Low tide,On beach at tip of Dungeness Spit.
221,7,Strait of Juan de Fuca-East,07.03,Dungeness Bay Area,48 10.05,123 08.56,48.1675,-123.14267,PV,Harbor Seal,<100,LOW,Low tide,Along beach on east side of Dungeness Bay.
222,7,Strait of Juan de Fuca-East,07.03,Dungeness Bay Area,48 09.65,123 09.34,48.16083,-123.15567,PV,Harbor Seal,<100,LOW,Low tide,Along north side of main channel in Dungeness Bay.
223,7,Strait of Juan de Fuca-East,07.04,Gray’s Marsh (Kulakala Point),48 07.14,123 03.59,48.119,-123.05983,PV,Harbor Seal,<100,LOW,Low tide,Beach and intertidal sand bars near Gray’s Marsh (Kulakala Point)
224,7,Strait of Juan de Fuca-East,07.05,"Protection Island, Kanem Spit",48 07.13,122 56.70,48.11883,-122.945,"PV,MA",Harbor Seal; Northern Elephant Seal,100-500,LOW,Low tide,On beach and spit areas around Kanem Spit. Nursery area.
225,7,Strait of Juan de Fuca-East,07.06,"Protection Island, Violet Spit",48 07.63,122 54.47,48.12717,-122.90783,"PV,MA",Harbor Seal; Northern Elephant Seal,100-500,LOW,Low tide,On beach area around Violet Spit. Nursery area.
226,7,Strait of Juan de Fuca-East,07.07,Smith Island Area,48 19.08,122 50.20,48.318,-122.83667,PV,Harbor Seal,<100,LOW,Low tide,On beaches and rocks on south side of Smith Island.
227,7,Strait of Juan de Fuca-East,07.07,Smith Island Area,48 19.21,122 50.10,48.32017,-122.835,PV,Harbor Seal,100-500,LOW,Low tide,On scattered rocks along north side of Smith Island.
228,7,Strait of Juan de Fuca-East,07.08,Minor Island Area,48 19.33,122 49.37,48.32217,-122.82283,PV,Harbor Seal,500>,LOW,Low tide,On cobble beach along south side of Minor Island. Nursery area.
229,7,Strait of Juan de Fuca-East,07.08,Minor Island Area,48 19.46,122 48.97,48.32433,-122.81617,"PV,MA",Harbor Seal; Northern Elephant Seal,<100,LOW,Low tide,On beach along north side of Minor Island. Nursery area.
230,7,Strait of Juan de Fuca-East,07.09,Kilisut Harbor Spit,48 05.32,122 43.99,48.08867,-122.73317,PV,Harbor Seal,100-500,LOW,Low tide,Along beach and spit at entrance to Kilisut Harbor.
231,7,Strait of Juan de Fuca-East,07.10,East of Marrowstone Island,48 02.86,122 40.72,48.04767,-122.67867,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks along the northeast side of Marrowstone Island.
232,7,Strait of Juan de Fuca-East,07.10,East of Marrowstone Island,48 04.69,122 41.11,48.07817,-122.68517,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks along southeast side of Marrowstone Island.
233,7,Strait of Juan de Fuca-East,07.12,"Sequim Bay, Kiapot Point",48 04.74,123 02.41,48.079,-123.04017,PV,Harbor Seal,<100,LOW,Low tide,West end of Kiapot Point at entrance to Sequim Bay.
234,7,Strait of Juan de Fuca-East,07.14,Discovery Bay Area,48 02.87,122 52.28,48.04783,-122.87133,PV,Harbor Seal,<100,LOW,Low tide,Along beaches and spit on west side of Discovery Bay.
235,7,Strait of Juan de Fuca-East,08.01,Klas and Colvos Rocks Area,47 57.75,122 40.24,47.9625,-122.67067,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef and shoals around Klas Rock.
236,7,Strait of Juan de Fuca-East,08.01,Klas and Colvos Rocks Area,47 56.96,122 39.96,47.94933,-122.666,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal shoals and rocks around Colvos Rocks.
237,8,Hood Canal,08.02,Port Gamble Bay,47 50.39,122 34.90,47.83983,-122.58167,PV,Harbor Seal,<100,ALL,All tidal states,North log booms along west side of Port Gamble Bay.
238,8,Hood Canal,08.02,Port Gamble Bay,47 50.01,122 34.90,47.8335,-122.58167,PV,Harbor Seal,<100,ALL,All tidal states,South log booms along west side of Port Gamble Bay.
239,8,Hood Canal,08.03,Quilcene Bay,47 48.86,122 51.05,47.81433,-122.85083,PV,Harbor Seal,<100,HIGH,High tide,Log booms on east side of bay.
240,8,Hood Canal,08.03,Quilcene Bay,47 49.43,122 51.47,47.82383,-122.85783,PV,Harbor Seal,<100,HIGH,High tide,Along channels during high tides.
241,8,Hood Canal,08.03,Quilcene Bay,47 47.55,122 50.99,47.7925,-122.84983,PV,Harbor Seal,100-500,ALL,All tidal states,On net pens and rafts along west side of Bolton Peninsula.
242,8,Hood Canal,08.04,Dosewallips River,47 41.15,122 53.75,47.68583,-122.89583,PV,Harbor Seal,100-500,HIGH,High tide,Along channels north of river mouth during high tides.
243,8,Hood Canal,08.04,Dosewallips River,47 41.38,122 53.65,47.68967,-122.89417,PV,Harbor Seal,<100,HIGH,High tide,Areas along channels at mouth of river during high tides.
244,8,Hood Canal,08.05,Duckabush River,47 38.93,122 55.94,47.64883,-122.93233,PV,Harbor Seal,100-500,HIGH,High tide,Areas along channels north of river mouth during high tides.
245,8,Hood Canal,08.05,Duckabush River,47 39.06,122 55.87,47.651,-122.93117,PV,Harbor Seal,<100,HIGH,High tide,Along channels and beach areas north of river during high tides.
246,8,Hood Canal,08.06,Hamma Hamma River,47 32.71,12302.18,47.54517,-123.03633,PV,Harbor Seal,100-500,HIGH,High tide,Along channels and beaches west of river mouth during high tides.
247,8,Hood Canal,08.07,Jorsted Creek,47 31.72,123 02.86,47.52867,-123.04767,PV,Harbor Seal,<100,ALL,All tidal states,On log booms off Jorstad Creek.
248,8,Hood Canal,08.08,Skokomish River,47 20.57,123 07.00,47.34283,-123.11667,PV,Harbor Seal,100-500,HIGH,High tide,Along channels off reiver mouth during high tides.
249,8,Hood Canal,08.08,Skokomish River,47 20.48,123 07.36,47.34133,-123.12267,PV,Harbor Seal,100-500,HIGH,High tide,Along channels and beaches west of river mouth during high tides.
250,8,Hood Canal,08.09,Belfair Floats,47 25.05,122 52.31,47.4175,-122.87183,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats along south side.
251,8,Hood Canal,08.09,Belfair Floats,47 24.44,122 53.32,47.40733,-122.88867,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats along south side.
252,8,Hood Canal,08.09,Belfair Floats,47 24.14,122 53.69,47.40233,-122.89483,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats along south side.
253,8,Hood Canal,08.11,Dabob Bay/Long Spit,47 50.86,122 48.54,47.84767,-122.809,PV,Harbor Seal,<100,HIGH,High tide,Scattered intertidal rocks off Tala Point.
254,8,Hood Canal,08.12,Dabob Bay/Broad Spit,47 49.14,122 49.33,47.819,-122.82217,PV,Harbor Seal,<100,HIGH,High tide,Beach and floats at Long Spit during high tides.
255,8,Hood Canal,08.12,Dabob Bay/Broad Spit,47 49.14,122 49.33,47.819,-122.82217,PV,Harbor Seal,,,,On rafts and floats on east side of Bolton Peninsula at Broad Spit.
256,8,Hood Canal,08.13,Dabob Bay/Pulali Point,47 44.22,122 51.44,47.737,-122.85733,PV,Harbor Seal,<100,HIGH,High tide,Intertidal rocks off Pulali Point in Dabob Bay.
257,9,Eastern Bays (Boundary Bay to Port Gardner),09.02,Point Roberts/SE Rocks,49 58.46,123 01.13,49.97433,-123.01883,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks off southeast corner of Point Roberts
258,9,Eastern Bays (Boundary Bay to Port Gardner),09.03,West Boundary Bay,49 02.63,123 00.31,49.04383,-123.00517,PV,Harbor Seal,<100,LOW,Low tide,Along channels in northwest Boundary Bay. Nursery area.
259,9,Eastern Bays (Boundary Bay to Port Gardner),09.04,"Boundary Bay, off Runway",49 02.45,122 59.37,49.04083,-122.9895,PV,Harbor Seal,500>,LOW,Low tide,Main channel south of Boundary Bay airport. Nursery area.
260,9,Eastern Bays (Boundary Bay to Port Gardner),09.05,E Boundary Bay (Mud Bay),49 02.83,122 55.57,49.04717,-122.92617,PV,Harbor Seal,100-500,LOW,Low tide,Channels northwest of Cresent Beach in Mud Bay. Nursery area.
261,9,Eastern Bays (Boundary Bay to Port Gardner),09.05,E Boundary Bay (Mud Bay),49 04.19,122 53.78,49.06983,-122.89633,PV,Harbor Seal,<100,LOW,Low tide,Channels in Mud Bay. Nursery area.
262,9,Eastern Bays (Boundary Bay to Port Gardner),09.06,Rocks off Kwomais Point,49 01.74,122 52.52,49.029,-122.87533,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks off Kwomais Point.
263,9,Eastern Bays (Boundary Bay to Port Gardner),09.07,Drayton Harbor,49 58.30,122 44.00,49.97167,-122.73333,PV,Harbor Seal,<100,LOW,Low tide,Channels along Dakota Creek in Drayton Harbor.
264,9,Eastern Bays (Boundary Bay to Port Gardner),09.07,Drayton Harbor,48 58.73,122 45.07,48.97883,-122.75117,PV,Harbor Seal,<100,LOW,Low tide,On intertidal shoals and tideflats in central Drayton Harbor.
265,9,Eastern Bays (Boundary Bay to Port Gardner),09.08,Drayton Harbor,48 59.11,122 46.42,48.98517,-122.77367,PV,Harbor Seal,100-500,ALL,All tidal states,On floats at Semiahmoo Marina in Drayton Harbor.
266,9,Eastern Bays (Boundary Bay to Port Gardner),09.09,Rocks off Birch Point,48 56.92,122 49.24,48.94867,-122.82067,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks off Birch Point.
267,9,Eastern Bays (Boundary Bay to Port Gardner),09.10,Point Whitehorn,48 53.05,122 47.05,48.88417,-122.78417,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks off Point Whitehorn.
268,9,Eastern Bays (Boundary Bay to Port Gardner),09.11,Lummi Bay,48 46.99,122 41.02,48.78317,-122.68367,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas and shoals in Lummi Bay.
269,9,Eastern Bays (Boundary Bay to Port Gardner),09.12,Bellingham Bay,48 44.28,122 29.82,48.738,-122.497,PV,Harbor Seal,<100,ALL,All tidal states,On log booms in Bellingham Bay.
270,9,Eastern Bays (Boundary Bay to Port Gardner),09.12,Bellingham Bay,48 44.12,122 29.96,48.73533,-122.49933,PV,Harbor Seal,<100,ALL,All tidal states,On log booms in Bellingham Bay.
271,9,Eastern Bays (Boundary Bay to Port Gardner),09.12,Bellingham Bay,48 43.43,122 30.43,48.72383,-122.50717,PV,Harbor Seal,<100,ALL,All tidal states,On log booms in Bellingham Bay.
272,9,Eastern Bays (Boundary Bay to Port Gardner),09.13,Spit N of Portage Bay,48 43.61,122 37.84,48.72683,-122.63067,PV,Harbor Seal,<100,LOW,Low tide,Beach areas along spit north of Portage Bay.
273,9,Eastern Bays (Boundary Bay to Port Gardner),09.14,Nooksack River Mouth,48 46.09,122 35.90,48.76817,-122.59833,PV,Harbor Seal,<100,LOW,Low tide,On shoals and along channels at mouth of Nooksack River.
274,9,Eastern Bays (Boundary Bay to Port Gardner),09.15,Chuckanut Bay Area,48 40.99,122 30.05,48.68317,-122.50083,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks and reefs in Chuckanut Bay.
275,9,Eastern Bays (Boundary Bay to Port Gardner),09.16,Rocks off Wildcat Cove,48 39.22,122 29.73,48.65367,-122.4955,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks and reefs off Larabee State Park.
276,9,Eastern Bays (Boundary Bay to Port Gardner),09.17,Eliza Rocks,48 38.63,122 34.60,48.64383,-122.57667,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal rocks and reef areas off southeast corner of Eliza Island.
277,9,Eastern Bays (Boundary Bay to Port Gardner),09.18,Samish Bay Area,48 33.57,122 28.14,48.5595,-122.469,PV,Harbor Seal,<100,LOW,Low tide,Along channels at mouth of Samish River.
278,9,Eastern Bays (Boundary Bay to Port Gardner),09.19,Samish Bay Area,48 34.34,122 27.59,48.57233,-122.45983,PV,Harbor Seal,100-500,LOW,Low tide,"Along channels north of Edison Slough, Samish Bay."
279,9,Eastern Bays (Boundary Bay to Port Gardner),09.20,Padilla Bay Area,48 33.41,122 31.22,48.55683,-122.52033,PV,Harbor Seal,<100,LOW,Low tide,Along channels in north Padilla Bay.
280,9,Eastern Bays (Boundary Bay to Port Gardner),09.21,Padilla Bay Area,48 32.34,122 30.76,48.539,-122.51267,PV,Harbor Seal,100-500,LOW,Low tide,Along channels east of Saddlebag Island in Padilla Bay. Nursery area.
281,9,Eastern Bays (Boundary Bay to Port Gardner),09.22,Padilla Bay Area,48 31.21,122 29.72,48.52017,-122.49533,PV,Harbor Seal,<100,LOW,Low tide,Along channels of Joe Leary Slough in Padilla Bay.
