atlas_id,region,region_name,site_code,location,lat_dmm,lon_dmm,lat,lon,species_codes,species,count_class,tidal_use,tidal_use_full,description
412,12,San Juan Islands (San Juan Channel),12.07,SW of Long Island,48 26.35,122 55.84,48.43917,-122.93067,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around rock (USFWS ID 20) southwest of Long Island.
413,12,San Juan Islands (San Juan Channel),12.08,N of Long Island,48 26.62,122 55.30,48.44367,-122.92167,PV,Harbor Seal,<100,LOW,Low tide,Intertidal area around reef north of Long Island.
414,12,San Juan Islands (San Juan Channel),12.09,Mummy Rock,48 26.99,122 55.73,48.44983,-122.92883,PV,Harbor Seal,<100,LOW,Low tide,Intertidal area around Mummy Rocks (USFWS ID 21).
415,12,San Juan Islands (San Juan Channel),12.10,Whale Rock,48 26.84,122 56.46,48.44733,-122.941,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Whale Rock.
416,12,San Juan Islands (San Juan Channel),12.11,Buck Island,48 27.14,122 55.21,48.45233,-122.92017,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Buck Island (USFWS ID 83).
417,12,San Juan Islands (San Juan Channel),12.12,Rocks off Davis Point,48 27.35,122 55.85,48.45583,-122.93083,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on rocks and reef off Davis Point.
418,12,San Juan Islands (San Juan Channel),12.13,Deadman Island,48 27.54,122 56.51,48.459,-122.94183,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Deadman Island.
419,12,San Juan Islands (San Juan Channel),12.14,Goose Island,48 27.53,122 57.37,48.45883,-122.95617,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas around north end of Goose Island.
420,12,San Juan Islands (San Juan Channel),12.15,Shark Reef,48 28.58,122 56.77,48.47633,-122.94617,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Shark Reef (USFWS ID 23).
421,12,San Juan Islands (San Juan Channel),12.16,Harbor Rock,48 28.21,122 58.16,48.47017,-122.96933,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Harbor Rock (USFWS ID 24).
422,12,San Juan Islands (San Juan Channel),12.17,North Pacific Rock,48 28.29,122 59.75,48.4715,-122.99583,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on North Pacific Rocks (USFWS ID 25).
423,12,San Juan Islands (San Juan Channel),12.18,Halftide Rocks,48 28.73,122 59.93,48.47883,-122.99883,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Halftide Rocks (USFWS ID 26).
424,12,San Juan Islands (San Juan Channel),12.19,Low Point,48 29.09,123 00.40,48.48483,-123.00667,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas off Low Point.
425,12,San Juan Islands (San Juan Channel),12.20,Reef S of Dinner Island,48 30.30,123 00.41,48.505,-123.00683,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal reefs and rocks just south of Dinner Island (USFWS ID 74).
426,12,San Juan Islands (San Juan Channel),12.21,NW of Dinner Island (N Bay),48 30.59,123 00.99,48.50983,-123.0165,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reefs and rocks in North Bay (northwest of Dinner Island).
427,12,San Juan Islands (San Juan Channel),12.22,Pear Point Area,48 30.89,122 58.82,48.51483,-122.98033,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reefs off Pear Point.
428,12,San Juan Islands (San Juan Channel),12.22,Pear Point Area,48 30.83,122 58.94,48.51383,-122.98233,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reefs off Pear Point.
429,12,San Juan Islands (San Juan Channel),12.22,Pear Point Area,48 31.08,122 58.58,48.518,-122.97633,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reefs just north of Pear Point.
430,12,San Juan Islands (San Juan Channel),12.23,Danger Rock/NE of Pear Point,48 31.26,122 58.16,48.521,-122.96933,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Danger Rock.
431,12,San Juan Islands (San Juan Channel),12.24,Reef Point,48 31.70,122 58.00,48.52833,-122.96667,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rock (USFWS ID 51) and reef area off Reef Point.
432,12,San Juan Islands (San Juan Channel),12.25,Rock in Hicks Bay,48 33.10,122 58.07,48.55167,-122.96783,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on rocks in Hicks Bay.
433,12,San Juan Islands (San Juan Channel),12.26,Rocks NE of Point George,48 33.99,122 59.01,48.5665,-122.9835,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on rocks northeast of Point George.
434,12,San Juan Islands (San Juan Channel),12.27,"Tift Rocks, S of Neck Point",48 34.71,122 59.84,48.5785,-122.99733,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Tift Rocks (south of Neck Point).
435,12,San Juan Islands (San Juan Channel),12.28,"E Of Neck Point, Shaw Island",48 35.22,123 00.38,48.587,-123.00633,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on rocks east of Neck Point.
436,12,San Juan Islands (San Juan Channel),12.29,Bell Island/E of Crane Island,48 35.77,122 58.76,48.59617,-122.97933,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Bell Island.
437,12,San Juan Islands (San Juan Channel),12.30,Reef W of Cliff Island,48 35.33,123 01.13,48.58883,-123.01883,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef area west of Cliff Island.
438,12,San Juan Islands (San Juan Channel),12.31,Nob Island,48 35.47,123 01.04,48.59117,-123.01733,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Nob Island.
439,12,San Juan Islands (San Juan Channel),12.32,Bird Rock/W of Crane Island,48 35.90,123 00.82,48.59833,-123.01367,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Bird Rock (USFWS ID 68).
440,12,San Juan Islands (San Juan Channel),12.33,Reef Island,48 36.31,123 00.97,48.60517,-123.01617,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Reef Island.
441,12,San Juan Islands (San Juan Channel),12.34,Rock W of Yellow Island,48 35.46,123 01.97,48.591,-123.03283,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas on rocks and reef west of Yellow Island (USFWS ID 69).
442,12,San Juan Islands (San Juan Channel),12.35,Rocky Bay,48 36.05,123 05.87,48.60083,-123.09783,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on reef in west Rocky Bay.
443,12,San Juan Islands (San Juan Channel),12.36,Rocks SW of O’Neil Island,48 36.20,123 05.53,48.60333,-123.09217,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on O’Neil Island in Rocky Bay.
444,12,San Juan Islands (San Juan Channel),12.37,Blind Island,48 35.21,122 56.33,48.58683,-122.93883,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Blind Island.
445,12,San Juan Islands (San Juan Channel),12.37,Blind Island,48 35.12,122 56.13,48.58533,-122.9355,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on rocks and reefs around Blind Island.
446,12,San Juan Islands (San Juan Channel),12.38,S of Grindstone Harbor,48 35.49,122 54.07,48.5915,-122.90117,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef south of Grindstone Harbor.
447,12,San Juan Islands (San Juan Channel),12.39,Shag Rock,48 35.50,122 52.43,48.59167,-122.87383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Shag Rock (USFWS ID 53).
448,12,San Juan Islands (San Juan Channel),12.40,East Sound/Twin Rocks,48 36.94,122 51.82,48.61567,-122.86367,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Twin Rocks in East Sound.
449,12,San Juan Islands (San Juan Channel),12.41,Leo Reef,48 33.19,122 51.25,48.55317,-122.85417,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas around Leo Reef.
450,12,San Juan Islands (San Juan Channel),12.42,Flower Island,48 32.78,122 51.11,48.54633,-122.85183,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Flower Island (USFWS ID 54).
451,12,San Juan Islands (San Juan Channel),12.43,Willow Island,48 32.38,122 49.30,48.53967,-122.82167,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Willow Island (USFWS ID 55).
452,12,San Juan Islands (San Juan Channel),12.44,Small Island,48 29.74,122 51.71,48.49567,-122.86183,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Small Island (USFWS ID 1).
453,12,San Juan Islands (San Juan Channel),12.45,Crab Island,48 27.71,122 50.60,48.46183,-122.84333,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Crab Island (USFWS ID 5).
454,12,San Juan Islands (San Juan Channel),12.46,Ram Island,48 28.51,122 49.93,48.47517,-122.83217,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Ram Island.
455,12,San Juan Islands (San Juan Channel),12.47,McConnell Island,48 35.65,123 01.30,48.59417,-123.02167,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around McConnell Island.
456,12,San Juan Islands (San Juan Channel),12.48,Reef E of Jones Island,48 36.74,123 02.16,48.61233,-123.036,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef areas on east side of Jones Island.
457,12,San Juan Islands (San Juan Channel),12.49,East Sound/NW of Rosario,48 39.16,122 52.82,48.65267,-122.88033,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reefs and rocks in East Sound.
458,12,San Juan Islands (San Juan Channel),12.49,East Sound/NW of Rosario,48 39.42,122 54.48,48.657,-122.908,PV,Harbor Seal,<100,LOW,Low tide,Intertidal reef areas on west side of East Sound.
459,12,San Juan Islands (San Juan Channel),12.50,Low Island,48 35.36,123 01.46,48.58933,-123.02433,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Low Island.
460,12,San Juan Islands (San Juan Channel),12.51,Turn Rock,48 32.14,122 57.79,48.53567,-122.96317,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on Turn Rock.
461,13,San Juan Islands (Haro Strait),13.01,Sucia Island Area,48 46.25,122 54.09,48.77083,-122.9015,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges along north side of island.
462,13,San Juan Islands (Haro Strait),13.01,Sucia Island Area,48 45.37,122 55.13,48.75617,-122.91883,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks off southwest side of island.
463,13,San Juan Islands (Haro Strait),13.02,"Echo Bay, Ewing Island",48 45.77,122 52.58,48.76283,-122.87633,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas during pupping season.
464,13,San Juan Islands (Haro Strait),13.03,"Echo Bay, Finger Islands",48 45.46,122 53.32,48.75767,-122.88867,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges along north side of island.
465,13,San Juan Islands (Haro Strait),13.03,"Echo Bay, Finger Islands",48 45.17,122 52.86,48.75283,-122.881,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges along south east side of island.
466,13,San Juan Islands (Haro Strait),13.04,Clements Reef,48 46.55,122 53.21,48.77583,-122.88683,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas on reef (USFWS ID 44).
467,13,San Juan Islands (Haro Strait),13.05,Reef SE of Clements,48 46.19,122 52.64,48.76983,-122.87733,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas on reef (USFWS ID 45) south east of Clements Reef.
468,13,San Juan Islands (Haro Strait),13.06,Parker Reef,48 43.56,122 53.57,48.726,-122.89283,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas on reef (USFWS ID 46).
469,13,San Juan Islands (Haro Strait),13.07,Patos Island,48 47.34,122 58.09,48.789,-122.96817,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas on north side.
470,13,San Juan Islands (Haro Strait),13.08,Bare Island,48 43.79,123 0.79,48.72983,-123.01317,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges around Bare Island (USFWS ID 84).
471,13,San Juan Islands (Haro Strait),13.09,Reef E of Skipjack Is.,48 43.83,123 1.22,48.7305,-123.02033,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal reef area between Bare and Skipjack Islands.
472,13,San Juan Islands (Haro Strait),13.11,Skipjack Island,48 43.98,123 2.26,48.733,-123.03767,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges on northwest side of island (USFWS ID 42).
473,13,San Juan Islands (Haro Strait),13.11,Skipjack Island,48 44.00,123 2.04,48.73333,-123.034,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal ledges on northeast side of island (USFWS ID 42).
474,13,San Juan Islands (Haro Strait),13.11,Reef E of Skipjack,48 43.99,123 1.70,48.73317,-123.02833,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef area around unnamed rock (USFWS ID 43) east of the Skipjack Island.
475,13,San Juan Islands (Haro Strait),13.12,White Rock Area,48 40.27,123 4.43,48.67117,-123.07383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on the north White Rock (USFWS ID 40).
476,13,San Juan Islands (Haro Strait),13.12,White Rock Area,48 40.18,123 4.31,48.66967,-123.07183,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas on the middle White Rock (USFWS ID 40).
477,13,San Juan Islands (Haro Strait),13.12,White Rock Area,48 40.01,123 4.15,48.66683,-123.06917,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas on the south White Rock (USFWS ID 40).
478,13,San Juan Islands (Haro Strait),13.12,White Rock Area,48 40.09,123 4.21,48.66817,-123.07017,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on the reef off the south end of White Rock.
479,13,San Juan Islands (Haro Strait),13.13,Flattop Island,48 38.74,123 5.15,48.64567,-123.08583,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on west end of Flattop Island (USFWS ID 39).
480,13,San Juan Islands (Haro Strait),13.13,Ftlattop Island,48 38.89,123 4.60,48.64817,-123.07667,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas on east end of island.
481,13,San Juan Islands (Haro Strait),13.13,Flattop Island,48 38.71,123 4.88,48.64517,-123.08133,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal ledges and reef on south side of island.
482,13,San Juan Islands (Haro Strait),13.14,Gull Rock,48 39.07,123 5.31,48.65117,-123.0885,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas around rock (USFWS ID 38).
483,13,San Juan Islands (Haro Strait),13.15,Stuart Is./Reid Harbor,48 39.80,123 10.04,48.66333,-123.16733,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reefs around entrance into Reid Harbor.
484,13,San Juan Islands (Haro Strait),13.16,Satellite Is./Prevost Harbor,48 40.68,123 11.00,48.678,-123.18333,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas around Satellite Island in Prevost Harbor.
485,13,San Juan Islands (Haro Strait),13.17,Ripple Island,48 39.38,123 7.79,48.65633,-123.12983,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal areas around island (USFWS ID 35).
486,13,San Juan Islands (Haro Strait),13.18,Gull Reff,48 39.29,123 8.72,48.65483,-123.14533,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Gull Reef (USFWS ID 34).
487,13,San Juan Islands (Haro Strait),13.19,Shag Reef,48 39.26,123 7.92,48.65433,-123.132,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Shag Reef (USFWS ID 36).
488,13,San Juan Islands (Haro Strait),13.20,Little Cactus Island,48 39.02,123 8.05,48.65033,-123.13417,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and rocks around Little Cactus Island (USFSW ID 37).
489,13,San Juan Islands (Haro Strait),13.21,Cactus Island Area,48 38.89,123 7.67,48.64817,-123.12783,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas on south side of Cactus Island.
490,13,San Juan Islands (Haro Strait),13.21,Cactus Island Area,48 38.90,123 7.51,48.64833,-123.12517,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas on east end of Cactus Island.
491,13,San Juan Islands (Haro Strait),13.22,Rocks SE of Cactus,48 38.89,123 7.43,48.64817,-123.12383,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off southeast end of Cactus Island.
492,13,San Juan Islands (Haro Strait),13.23,Rf Betw Gull Rf & Cactus,48 39.22,123 8.50,48.65367,-123.14167,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas between Gull Reef and Little Cactus Island.
493,13,San Juan Islands (Haro Strait),13.24,Sentinel Island,48 38.41,123 9.07,48.64017,-123.15117,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges around Sentinel Island.
494,13,San Juan Islands (Haro Strait),13.25,Sentinel Rock,48 38.41,123 9.35,48.64017,-123.15583,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal rocks and reef areas around Sentinel Rock (USFWS ID 32).
495,13,San Juan Islands (Haro Strait),13.26,"Posey Is, Reef N of Pearl",48 37.12,123 9.97,48.61867,-123.16617,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas on north side of Pearl Island.
496,13,San Juan Islands (Haro Strait),13.27,Barren Island,48 37.39,123 9.58,48.62317,-123.15967,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Barren Island (USFWS ID 30).
497,13,San Juan Islands (Haro Strait),13.28,Battleship Island,48 37.46,123 11.01,48.62433,-123.1835,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal ledges and reef areas around Battleship Island (USFWS ID 31).
498,13,San Juan Islands (Haro Strait),13.29,Rocks off Mccracken Pt,48 37.19,123 10.82,48.61983,-123.18033,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas southwest of McCracken Point.
499,13,San Juan Islands (Haro Strait),13.30,So Henry Island Area,48 34.94,123 10.19,48.58233,-123.16983,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around south entrance to Mosquito Pass.
500,13,San Juan Islands (Haro Strait),13.30,So Henry Island Area,48 35.01,123 10.76,48.5835,-123.17933,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off southeast end of Henry Island.
501,13,San Juan Islands (Haro Strait),13.31,Mosquito Pass Area,48 35.86,123 10.15,48.59767,-123.16917,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas along Mosquito Pass.
502,13,San Juan Islands (Haro Strait),13.32,False Bay Area,48 28.87,123 4.58,48.48117,-123.07633,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef area on unnamed rock (USFWS ID 27) off False Bay.
503,13,San Juan Islands (Haro Strait),13.33,Freeman Island,48 41.97,122 57.04,48.6995,-122.95067,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas around Freeman Island.
504,13,San Juan Islands (Haro Strait),13.34,Speiden Island,48 38.48,123 8.56,48.64133,-123.14267,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges on south side of Speiden Island.
505,13,San Juan Islands (Haro Strait),13.34,Speiden Island,48 38.37,123 8.31,48.6395,-123.1385,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges on south side of Speiden Island.
506,13,San Juan Islands (Haro Strait),13.34,Speiden Island,48 38.31,123 8.15,48.6385,-123.13583,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges on south side of Speiden Island.
507,13,San Juan Islands (Haro Strait),13.35,Eagle Point Area,48 27.50,123 2.09,48.45833,-123.03483,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Eagle Point.
508,13,San Juan Islands (Haro Strait),13.36,Pt. Doughty,48 42.74,122 56.98,48.71233,-122.94967,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and rocks along south side of Point Doughty.
509,14,British Columbia (Fraser River to Race Rocks),14.01,Boiling Reef,48 47.33,123 2.27,48.78883,-123.03783,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal rocks and reef areas around Boiling Reef.
510,14,British Columbia (Fraser River to Race Rocks),14.02,Race Rocks,48 17.79,123 31.76,48.2965,-123.52933,"PV,ZC,EJ",Harbor Seal; California Sea Lion; Steller Sea Lion,100-500,LOW,Low tide,Intertidal rocks and reef areas around Race Rocks.
511,14,British Columbia (Fraser River to Race Rocks),14.03,Chain Islets,48 25.24,123 15.83,48.42067,-123.26383,PV,Harbor Seal,100-500,LOW,Low tide,On scattered intertidal rocks and reef areas around Chain Islets.
512,14,British Columbia (Fraser River to Race Rocks),14.04,Trial Island,48 24.29,123 17.97,48.40483,-123.2995,"PV,ZC,EJ",Harbor Seal; California Sea Lion; Steller Sea Lion,100-500,LOW,Low tide,Intertidal rocks and reef areas around Trail Island.
513,14,British Columbia (Fraser River to Race Rocks),14.05,Kelp Reefs,48 33.37,123 14.72,48.55617,-123.24533,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Kelp Reef.
514,14,British Columbia (Fraser River to Race Rocks),14.06,D’Arcy Island,48 33.25,123 16.62,48.55417,-123.277,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around D’Arcy Island.
515,14,British Columbia (Fraser River to Race Rocks),14.07,Sallas Rocks,48 35.11,123 17.46,48.58517,-123.291,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal rocks and reef areas around Sallas Rocks.
516,14,British Columbia (Fraser River to Race Rocks),14.08,Little D’Arcy,48 34.24,123 15.55,48.57067,-123.25917,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Little D’Arcy Island.
517,14,British Columbia (Fraser River to Race Rocks),14.09,Cooper Reef,48 40.38,123 16.33,48.673,-123.27217,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal rocks and reef areas around Cooper Reef.
518,14,British Columbia (Fraser River to Race Rocks),14.10,Java Islets,48 45.57,123 6.21,48.7595,-123.1035,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around the Java Islets.
519,14,British Columbia (Fraser River to Race Rocks),14.11,Tumbo Island Area,48 47.98,123 5.59,48.79967,-123.09317,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off west end of Tumbo Island.
520,14,British Columbia (Fraser River to Race Rocks),14.11,Tumbo Island Area,48 48.19,123 6.76,48.80317,-123.11267,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off west end of Tumbo Island.
521,14,British Columbia (Fraser River to Race Rocks),14.12,Belle Chain Area,48 49.57,123 10.54,48.82617,-123.17567,"PV,EJ",Harbor Seal; Steller Sea Lion,100-500,LOW,Low tide,Intertidal rocks and reef areas of the Belle Chain.
522,14,British Columbia (Fraser River to Race Rocks),14.12,Belle Chain Area,48 49.67,123 11.56,48.82783,-123.19267,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas just west of Belle Chain.
523,14,British Columbia (Fraser River to Race Rocks),14.12,Belle Chain Area,48 50.42,123 12.65,48.84033,-123.21083,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas on north end of Belle Chain.
524,14,British Columbia (Fraser River to Race Rocks),14.13,Gossip Island,48 53.52,123 18.74,48.892,-123.31233,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas around Gossip Island.
525,14,British Columbia (Fraser River to Race Rocks),14.14,Fraser R./Roberts Bank,49 6.64,123 11.97,49.11067,-123.1995,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal channels and shoals along Reifel Island.
526,14,British Columbia (Fraser River to Race Rocks),14.14,Fraser R./Roberts Bank,49 6.24,123 11.51,49.104,-123.19183,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal channels and shoals along southeast side of Reifel Island.
527,14,British Columbia (Fraser River to Race Rocks),14.14,Fraser R./Roberts Bank,49 3.88,123 11.78,49.06467,-123.19633,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal channels and shoals on Roberts Bank.
528,14,British Columbia (Fraser River to Race Rocks),14.14,Fraser R./Roberts Bank,49 4.15,123 9.81,49.06917,-123.1635,PV,Harbor Seal,<100,LOW,Low tide,Intertidal channels and shoals on Roberts Bank.
529,14,British Columbia (Fraser River to Race Rocks),14.15,Tsawwassen Ferry,49 0.67,123 6.77,49.01117,-123.11283,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around jetty just south of Tswwassen ferry terminal.
530,14,British Columbia (Fraser River to Race Rocks),14.16,Se Mayne/Edith Point,48 51.41,123 15.17,48.85683,-123.25283,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and rocks off Edith Point on Mayne Island.
531,14,British Columbia (Fraser River to Race Rocks),14.17,Fraser R./Sand Heads Jetty,49 6.41,123 18.01,49.10683,-123.30017,ZC,California Sea Lion,100-500,ALL,All tidal states,On end of jetty near Sand Heads light during spring months.
